rowid,uni_name,major,degree,season,decision,decision_method,decision_date,decision_timestamp,ugrad_gpa,gre_verbal,gre_quant,gre_writing,is_new_gre,gre_subject,status,post_data,post_timestamp,comments
3982,"University Of California, San Diego (UCSD)",ECE,MS,F15,Accepted,E-mail,18-02-2015,1424235600,4,156,170,3.5,TRUE,,International,18-02-2015,1424235600,Got a mail from department. It says formal notice of admission will be sent soon by the UCSD Grad Division. No funding is being offered at this time.
3983,"University Of California, Berkeley (UCB)",ECE,MS,F15,Rejected,E-mail,18-02-2015,1424235600,4,156,170,3.5,TRUE,,International,18-02-2015,1424235600,"Wasn't expecting a lot, but still hurts for the Reject :(. Have an admit from UCLA so chill."
3990,"University Of California, Berkeley (UCB)",ECE,PhD,F15,Rejected,Website,17-02-2015,1424149200,3.89,170,143,3.5,TRUE,,International,18-02-2015,1424235600,"double major in physics,

4 letters,

research experience,

several projects,

conference paper submission."
3991,"University Of California, Berkeley (UCB)",ECE,MS,F15,Rejected,Website,18-02-2015,1424235600,3.84,157,169,4,TRUE,,International,18-02-2015,1424235600,"Guess this application season is over for me. I expected an admit from this university. Don't know what to do from here. I guess getting into Stanford, CMU and GATECH is impossible now."
3993,"University Of California, Berkeley (UCB)",ECE,PhD,F15,Rejected,E-mail,18-02-2015,1424235600,4,158,170,4,TRUE,,International,18-02-2015,1424235600,
3996,"University Of California, Berkeley (UCB)",CS,PhD,F15,Rejected,Website,18-02-2015,1424235600,3.8,170,152,4,TRUE,,International,18-02-2015,1424235600,"5 publications, 2 more submitted. From a literally unknown school. Seems like they are biased towards the schools they know."
3997,"University Of California, Berkeley (UCB)",CS,PhD,F15,Rejected,Website,18-02-2015,1424235600,3.1,160,159,5,TRUE,,American,18-02-2015,1424235600,
4003,"University Of Illinois, Chicago (UIC)",ECE,MS,F15,Accepted,E-mail,18-02-2015,1424235600,3.25,151,159,3,TRUE,,International,18-02-2015,1424235600,"No Work Experience, No Papers Published, No LORs Submitted."
4009,Purdue University,CS,PhD,F15,Accepted,E-mail,18-02-2015,1424235600,3.9,153,167,4,TRUE,,International with US Degree,18-02-2015,1424235600,"Interviewed in January, heard about the decision last week. Funded for 4 years."
4010,"University Of California, Berkeley (UCB)",ECE,PhD,F15,Rejected,E-mail,17-02-2015,1424149200,3.8,157,168,4,TRUE,,International with US Degree,18-02-2015,1424235600,
4014,Yale University,CS,MS,F15,Accepted,E-mail,18-02-2015,1424235600,3.94,161,168,4,TRUE,,International,18-02-2015,1424235600,Anyone knows if it's a one-year program or longer?
4015,"University Of California, Berkeley (UCB)",ECE,PhD,F15,Rejected,E-mail,18-02-2015,1424235600,3.41,141,151,3,TRUE,,International with US Degree,18-02-2015,1424235600,GPA belongs to my master's
4017,"University Of California, Berkeley (UCB)",CS,PhD,F15,Rejected,E-mail,18-02-2015,1424235600,3.87,163,167,6,TRUE,,American,18-02-2015,1424235600,Received an email asking to log into website to check the decision.
4019,Purdue University,CS,PhD,F15,Accepted,E-mail,16-02-2015,1424062800,3.98,162,168,4.5,TRUE,,American,17-02-2015,1424149200,"To those who got into Purdue what is your stipend amount? I got 16xxx for 9 months (per academic year). This is not too bad for West Lafayette,IN but I still feel it is slightly low compared to other top 20 schools."
4020,"University Of Illinois, Urbana-Champaign (UIUC)",CS,MS,F15,Accepted,E-mail,17-02-2015,1424149200,4,163,167,4.5,TRUE,,American,17-02-2015,1424149200,"To the UIUC post below asking question about financial aid:



My POI informed me that they have rejected applicants from top five institutions with perfect or near perfect GPAs without a strong research record. The bar for MS is higher this time.



He also mentioned that last year, every MS student was fully funded with a TA and he didn't expect this year to be any different. So chill out on your financial aid."
4021,"University Of Wisconsin, Madison",CS,PhD,F15,Rejected,E-mail,13-02-2015,1423803600,3.8,160,167,4,TRUE,,International,17-02-2015,1424149200,"- currently a Masters student in a university(ranked within top 50 univs) in the US

- Master's GPA = 3.9

- had made the mistake of not indicating ""professor of interest"" clearly in Statement of Purpose."
4022,North Caroline State University (NCSU),CS,PhD,F15,Accepted,E-mail,13-02-2015,1423803600,3.8,160,167,4,TRUE,,International,17-02-2015,1424149200,Currently a Masters student in a university(ranked within top 50 univs) in the US. Master's GPA = 3.9. Fin. aid letter came in 2 days later.
4023,University Of Chicago (UChicago),CS,PhD,F15,Accepted,E-mail,2-Jun-15,1423198800,3.8,160,167,4,TRUE,,International,17-02-2015,1424149200,Currently a Masters student in a university(ranked within top 50 univs) in the US. Master's GPA = 3.9.
4024,"University Of Illinois, Chicago (UIC)",CS,PhD,F15,Accepted,Other,22-01-2015,1421902800,3.8,160,167,4,TRUE,,International,17-02-2015,1424149200,Currently a Masters student in a university(ranked within top 50 univs) in the US. Got physical acceptance letter in physical mailbox.
4025,Illinois Institute Of Technology,CS,PhD,F15,Accepted,E-mail,22-01-2015,1421902800,3.8,160,167,4,TRUE,,International,17-02-2015,1424149200,Currently a Masters student in a university(ranked within top 50 univs) in the US.
4026,University Of Pennsylvania (UPenn),IS,PhD,F15,Rejected,Website,16-02-2015,1424062800,3.3,167,170,4,TRUE,,International,17-02-2015,1424149200,Received e-mail informing that the decision was available on the website.
4038,Yale University,CS,MS,F15,Accepted,E-mail,17-02-2015,1424149200,3.9,159,168,4.5,TRUE,,International with US Degree,17-02-2015,1424149200,Just now got email informing me that decision has been posted online. Have been accepted for Admission. Thrilled !!
4041,Carnegie Mellon University (CMU),CS,MS,F15,Accepted,E-mail,17-02-2015,1424149200,3.9,163,170,5,TRUE,,International,17-02-2015,1424149200,All the revocations were sent out together. Someone who didn't get a revocation around that time is in. Do double check with the admissions committee though.
4055,ETH Zurich,CS,MS,F15,Accepted,E-mail,17-02-2015,1424149200,3.7,152,164,3.5,TRUE,,International,17-02-2015,1424149200,From LUMS Pakistan.
4062,Carnegie Mellon University (CMU),CS,MS,F15,Rejected,E-mail,17-02-2015,1424149200,3.8,163,161,4.5,TRUE,,International,17-02-2015,1424149200,Admit followed by a retraction. F**k CMU.
4064,Purdue University,CS,PhD,F15,Accepted,E-mail,17-02-2015,1424149200,3.87,161,170,4.5,TRUE,,American,17-02-2015,1424149200,"No Interview. 



We are offering you a graduate assistantship with benefits for the first four academic years of your graduate study in Computer Science at Purdue."
4066,Carnegie Mellon University (CMU),CS,MS,F15,Rejected,E-mail,16-02-2015,1424062800,3.7,165,169,4.5,TRUE,,American,17-02-2015,1424149200,"One of the many accept then rejects. Haha wow, what a cluster****. Already got an offer and accepted at my first choice, don't care, have fun living this one down CMU. Maybe hire some of your grads to redo your admissions system? Embarrassing..."
4068,Carnegie Mellon University (CMU),CS,MS,F15,Rejected,E-mail,17-02-2015,1424149200,3.9,152,168,4,TRUE,,International,17-02-2015,1424149200,Got a revocation email. You and your shitty systems. Chutiya bana raha hai sabko
4069,"University Of Illinois, Urbana-Champaign (UIUC)",CS,MS,F15,Accepted,E-mail,16-02-2015,1424062800,3.98,156,166,4,TRUE,,International with US Degree,17-02-2015,1424149200,"For those who received admission to Masters, did you get any financial aid?



""At this time, we are unable to guarantee any funding assistance. There may be a possibility to secure a teaching or research assistantship pending availability for this upcoming academic year. There are other units on campus that may be offering assistantships if you are looking for one."""
4071,"University Of Wisconsin, Madison",CS,MS,F15,Rejected,E-mail,14-02-2015,1423890000,3.9,156,168,4,TRUE,,International,17-02-2015,1424149200,
4073,Carnegie Mellon University (CMU),CS,MS,F15,Rejected,E-mail,17-02-2015,1424149200,3.76,163,163,4.5,TRUE,,International,17-02-2015,1424149200,They sent a shitty mail saying that they have retracted their offer and can't offer me an admission this year! fuck CMU !
4074,Carnegie Mellon University (CMU),CS,MS,F15,Accepted,E-mail,17-02-2015,1424149200,3.94,161,168,4,TRUE,,International,17-02-2015,1424149200,No revocation yet :)
4075,"University Of Illinois, Urbana-Champaign (UIUC)",CS,MS,F15,Accepted,E-mail,17-02-2015,1424149200,3.9,158,169,3.5,TRUE,,International,17-02-2015,1424149200,
4077,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,E-mail,17-02-2015,1424149200,3.27,156,163,4.5,TRUE,,American,17-02-2015,1424149200,"1 Manuscript for publication, 4.0 Last 60 credits"
4091,Carnegie Mellon University (CMU),CS,MS,F15,Rejected,E-mail,17-02-2015,1424149200,3.3,150,162,3.5,TRUE,,International,17-02-2015,1424149200,They revoked the offer 6 hours after acceptance.
4093,Carnegie Mellon University (CMU),CS,MS,F15,Rejected,E-mail,17-02-2015,1424149200,3.86,150,170,3.5,TRUE,,International,17-02-2015,1424149200,
4097,Cornell University,CS,PhD,F15,Rejected,E-mail,17-02-2015,1424149200,3.85,152,169,3,TRUE,,International,17-02-2015,1424149200,My fifth reject.
4098,Carnegie Mellon University (CMU),CS,MS,F15,Rejected,E-mail,17-02-2015,1424149200,3.85,152,169,3,TRUE,,International,17-02-2015,1424149200,My fourth reject. I was rejected directly without receiving an acceptance email.
4103,Carnegie Mellon University (CMU),CS,MS,F15,Rejected,E-mail,17-02-2015,1424149200,3.91,146,168,3,TRUE,,International,17-02-2015,1424149200,Oh shit! They sent me an admission and then told me that they made a mistake and took the offer back.
4111,Carnegie Mellon University (CMU),CS,MS,F15,Accepted,E-mail,16-02-2015,1424062800,3,143,154,3,TRUE,,International,16-02-2015,1424062800,Got in with 3.0 GPA
4112,University Of Pennsylvania (UPenn),IS,PhD,F15,Rejected,Website,16-02-2015,1424062800,3.7,170,154,3,TRUE,,International,16-02-2015,1424062800,
4119,Carnegie Mellon University (CMU),CS,PhD,F15,Accepted,E-mail,16-02-2015,1424062800,3.8,159,170,4,TRUE,,International with US Degree,16-02-2015,1424062800,"Accepted with full funding, Open House Mar 26 - 28"
4120,University Of Oregon,CS,PhD,F15,Accepted,E-mail,16-02-2015,1424062800,3.3,161,168,4.5,TRUE,,American,16-02-2015,1424062800,2 Interviews with professors. 3+ Years of undergraduate research experience (3 major research projects). No papers. Summer industry internship. Finally leaving my hometown!
4125,University Of Pennsylvania (UPenn),CS,PhD,F15,Rejected,E-mail,16-02-2015,1424062800,3.4,168,170,4,TRUE,,International,16-02-2015,1424062800,Asked via e-mail to check website for decision.
4131,Carnegie Mellon University (CMU),CS,MS,F15,Accepted,E-mail,16-02-2015,1424062800,3.89,160,165,3,TRUE,,International,16-02-2015,1424062800,I love CMU sooooooo much! f**k MIT anyway
4134,University Of Pennsylvania (UPenn),CS,PhD,F15,Rejected,E-mail,16-02-2015,1424062800,3.7,160,170,4,TRUE,,American,16-02-2015,1424062800,
4135,Carnegie Mellon University (CMU),CS,MS,F15,Accepted,E-mail,16-02-2015,1424062800,3.6,159,170,3.5,TRUE,,International with US Degree,16-02-2015,1424062800,"math major, took a few cs classes, love entrepreneurship, reflected in sop, 2 relatively strong lor, 2 internship, 1 at startup company, 1 at big tech company"
4136,Carnegie Mellon University (CMU),CS,MS,F15,Accepted,E-mail,16-02-2015,1424062800,3.41,148,160,3,TRUE,,International,16-02-2015,1424062800,"Oh my gawwwd! This was beyond ambi for me.

Just can't believe I made it to the best university in the world. Woo Hoo..."
4137,University Of Notre Dame,CS,PhD,F15,Accepted,E-mail,2-Nov-15,1423630800,3.95,155,159,4.5,TRUE,,Other,16-02-2015,1424062800,"American undergrad from top 3 school in UK. 3 conference pubs, 2 journal pubs. NSF REU at ND in 2013. Got accepted by MIT. Will go there."
4141,Carnegie Mellon University (CMU),CS,MS,F15,Accepted,E-mail,16-02-2015,1424062800,3.6,154,165,3.5,TRUE,,International,16-02-2015,1424062800,"BIT Mesra passout, 6.97 UG GPA, 2 major project, 1 industrial internship, 1 LOR from CMU prof, good SOP"
4142,Carnegie Mellon University (CMU),CS,MS,F15,Accepted,E-mail,16-02-2015,1424062800,3.78,158,170,3.5,TRUE,,International,16-02-2015,1424062800,
4143,Carnegie Mellon University (CMU),CS,MS,F15,Accepted,E-mail,16-02-2015,1424062800,3.78,170,158,3.5,TRUE,,International,16-02-2015,1424062800,
4144,Carnegie Mellon University (CMU),CS,MS,F15,Accepted,E-mail,16-02-2015,1424062800,3.8,156,168,4,TRUE,,International,16-02-2015,1424062800,
4145,Cornell University,CS,PhD,F15,Rejected,E-mail,16-02-2015,1424062800,3.6,164,166,4,TRUE,,American,16-02-2015,1424062800,"Had a Skype interview with POI a week and a half ago, I thought it went well..."
4146,Carnegie Mellon University (CMU),CS,MS,F15,Accepted,E-mail,16-02-2015,1424062800,3.93,170,163,5,TRUE,,International with US Degree,16-02-2015,1424062800,Research experience since freshman. Good pubs.
4147,Carnegie Mellon University (CMU),CS,MS,F15,Accepted,E-mail,17-02-2015,1424149200,3.3,150,162,3.5,TRUE,,International,16-02-2015,1424062800,Was expecting this with lots of hopes... One of the happiest moments of life!
4152,Carnegie Mellon University (CMU),CS,MS,F15,Accepted,E-mail,16-02-2015,1424062800,3.75,150,170,4,TRUE,,International,16-02-2015,1424062800,"To the guy who said ""fortunate enough to be rejected, looking at what kind of people they admit"" ....

bro... you just got rejected even after so many people got accepted. Sad life. Go improve your profile. Cmu is cmu"
4159,Carnegie Mellon University (CMU),CS,MS,F15,Rejected,E-mail,16-02-2015,1424062800,3.6,161,168,3.5,TRUE,,American,16-02-2015,1424062800,"ee undergrad, but work exp in software. Congrats to those who got in, and best of luck for those waiting!"
4167,Carnegie Mellon University (CMU),CS,MS,F15,Accepted,E-mail,16-02-2015,1424062800,3.44,162,163,4.5,TRUE,,International,16-02-2015,1424062800,From LUMS Pakistan. One Poster paper IEEE INFOCOM. Good recommendations.
4168,Carnegie Mellon University (CMU),CS,MS,F15,Rejected,E-mail,16-02-2015,1424062800,3.9,163,167,4.5,TRUE,,International,16-02-2015,1424062800,Mumbai University - Computer Engineering. Result as Expected.
4169,Carnegie Mellon University (CMU),CS,MS,F15,Accepted,E-mail,16-02-2015,1424062800,3.97,150,168,4.5,TRUE,,International,16-02-2015,1424062800,Very Excited !!
4171,Carnegie Mellon University (CMU),CS,MS,F15,Rejected,E-mail,16-02-2015,1424062800,3.58,159,160,5,TRUE,,American,16-02-2015,1424062800,Not surprising.
4173,Carnegie Mellon University (CMU),CS,MS,F15,Accepted,E-mail,16-02-2015,1424062800,3.8,148,170,3,TRUE,,International,16-02-2015,1424062800,2 IEEE papers.. 3 years experience (Nvidia   others).. UnderGrad 78% NSIT'12.rnLots of research work.rnOther Admit UCSD.
4174,Carnegie Mellon University (CMU),CS,MS,F15,Rejected,E-mail,16-02-2015,1424062800,3.68,165,165,4,TRUE,,American,16-02-2015,1424062800,
4176,Carnegie Mellon University (CMU),CS,MS,F15,Accepted,E-mail,16-02-2015,1424062800,3.76,155,160,4,TRUE,,International,16-02-2015,1424062800,"My first admit !!!! delighted. Couldn't have asked for better in life. 2 internships. Got admit, I feel, because of SOP and Resume. Under Graduation from JNTUH affiliated college in Hyderabad."
4180,Carnegie Mellon University (CMU),CS,MS,F15,Accepted,E-mail,16-02-2015,1424062800,3.9,168,152,4,TRUE,,International,16-02-2015,1424062800,yay
4181,Carnegie Mellon University (CMU),CS,MS,F15,Accepted,E-mail,16-02-2015,1424062800,3.76,164,170,3.5,TRUE,,International,16-02-2015,1424062800,No funding info
4192,ETH Zurich,CS,MS,F15,Accepted,E-mail,16-02-2015,1424062800,3.9,163,170,4,TRUE,,International,16-02-2015,1424062800,I should receive a letter with all info. Still waiting for info from the Scholarship
4196,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,E-mail,14-02-2015,1423890000,3.85,152,169,3,TRUE,,International,16-02-2015,1424062800,My third reject. Expect to receive another 9 ones.
4198,"University Of Maryland, College Park (UMD)",ECE,PhD,F15,Accepted,Website,15-02-2015,1423976400,3.52,165,170,5,TRUE,,International,15-02-2015,1423976400,E-mail redirect to website; 'Provisional Acceptance' subject to providing transcript; No word on funding.
4202,University Of Southern California (USC),CS,MS,F15,Accepted,E-mail,13-02-2015,1423803600,3.9,159,168,4.5,TRUE,,International with US Degree,15-02-2015,1423976400,May not accept. Awaiting MIT and Stanford.
4203,Princeton University,CS,MS,F15,Rejected,E-mail,15-02-2015,1423976400,3.87,167,170,4.5,TRUE,,International,15-02-2015,1423976400,No pubs. Expected.
4205,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,E-mail,14-02-2015,1423890000,3.4,168,170,4,TRUE,,International,14-02-2015,1423890000,
4207,"University Of Wisconsin, Madison",CS,MS,F15,Rejected,E-mail,13-02-2015,1423803600,3.8,161,169,3,TRUE,,International,14-02-2015,1423890000,"Utterly shocked to believe this, but the Comp science Department of UW-Madison is known for its world class research facilities. Missed it :("
4209,Tufts University,CS,PhD,F15,Accepted,Phone,14-02-2015,1423890000,3.9,165,169,4.5,TRUE,,American,14-02-2015,1423890000,
4212,"University Of Wisconsin, Madison",CS,MS,F15,Rejected,E-mail,13-02-2015,1423803600,3.97,150,168,4.5,TRUE,,International,14-02-2015,1423890000,
4215,"University Of California, Santa Cruz (UCSC)",CS,PhD,F15,Accepted,E-mail,13-02-2015,1423803600,4,162,168,4,TRUE,,International,14-02-2015,1423890000,out of field applicant; interviewed in January by my first choice POI. SUPER EXCITED!
4219,Carnegie Mellon University (CMU),CS,MS,F15,Rejected,E-mail,2-Sep-15,1423458000,3.78,162,162,3,TRUE,,International,14-02-2015,1423890000,
4220,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,E-mail,13-02-2015,1423803600,3.8,153,170,3.5,TRUE,,American,14-02-2015,1423890000,
4222,Duke University,CS,PhD,F15,Accepted,Website,2-Sep-15,1423458000,3.38,158,170,4,TRUE,,International,14-02-2015,1423890000,"Master's GPA 3.63, one journal publication, one conference and one journal submission. Received an email to check the decision letter on website."
4224,Rensselaer Polytechnic Institute (RPI),ECE,PhD,F15,Accepted,Website,26-01-2015,1422248400,3.89,158,168,4,TRUE,,International,14-02-2015,1423890000,"from LUMS, Pakistan."
4225,Lahore University Of Management Sciences,ECE,PhD,F15,Accepted,Website,26-01-2015,1422248400,3.89,158,168,4,TRUE,,International,14-02-2015,1423890000,"from LUMS, Pakistan."
4227,"University Of Wisconsin, Madison",CS,MS,F15,Rejected,E-mail,13-02-2015,1423803600,3.5,154,163,4,TRUE,,International,14-02-2015,1423890000,"3yr related Exp + No pubs + Decent LOR, SoP"
4229,Stanford University,CS,PhD,F15,Rejected,E-mail,2-Jul-15,1423285200,2.95,152,163,3,TRUE,,International,14-02-2015,1423890000,"Theory, MS 4/4 from IIT, Tier 1 publication, 3 very good RL"
4231,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,E-mail,14-02-2015,1423890000,2.95,152,163,3,TRUE,,International,14-02-2015,1423890000,"Theory, MS 4/4 from IIT, Tier 1 publication, 3 very good RL"
4232,"University Of Wisconsin, Madison",CS,PhD,F15,Rejected,E-mail,13-02-2015,1423803600,2.95,152,163,3,TRUE,,International,14-02-2015,1423890000,"Theory, MS 4/4 from IIT, Tier 1 publication, 3 very good RL"
4233,Rensselaer Polytechnic Institute (RPI),CS,PhD,F15,Accepted,E-mail,14-02-2015,1423890000,3.84,166,168,5.5,TRUE,,International,14-02-2015,1423890000,Funding decision to come later.
4236,"University Of Wisconsin, Madison",CS,PhD,F15,Rejected,E-mail,13-02-2015,1423803600,3.28,165,166,5.5,TRUE,,International,14-02-2015,1423890000,"Sorry, meant to select PhD in the post below."
4237,"University Of Wisconsin, Madison",CS,MS,F15,Rejected,E-mail,13-02-2015,1423803600,3.28,165,166,5.5,TRUE,,International,14-02-2015,1423890000,"~4.0 MS GPA from outside the US, worked for a year at a well-known software company. A merry Valentine's day to all!"
4239,"University Of Wisconsin, Madison",CS,MS,F15,Rejected,E-mail,13-02-2015,1423803600,3.3,150,162,3.5,TRUE,,International,14-02-2015,1423890000,"Interesting academic projects, 2+ years of experience, great extra-curricular achievements, 3 strong recommendations and a really well written statement."
4242,University Of Pennsylvania (UPenn),CS,MS,F15,Rejected,E-mail,1-Oct-15,1420866000,3.65,170,161,5,TRUE,,International,14-02-2015,1423890000,:(
4244,Rensselaer Polytechnic Institute (RPI),CS,PhD,F15,Rejected,E-mail,2-Nov-15,1423630800,3.15,157,165,4.5,TRUE,,International,14-02-2015,1423890000,No papers
4245,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,E-mail,14-02-2015,1423890000,3.8,154,170,4.5,TRUE,,International,14-02-2015,1423890000,1300 Rejects in 1 day. Massacre.
4246,"Washington University, St. Louis (WUSTL)",CS,PhD,F15,Rejected,E-mail,2-Jul-15,1423285200,3.15,157,165,4.5,TRUE,,International,14-02-2015,1423890000,No papers
4247,"University Of Wisconsin, Madison",CS,PhD,F15,Rejected,E-mail,13-02-2015,1423803600,3.15,157,165,4.5,TRUE,,International,14-02-2015,1423890000,No papers
4249,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,E-mail,14-02-2015,1423890000,3.84,154,167,3.5,TRUE,,International,14-02-2015,1423890000,"Yesterday someone said ""90% offers still to be sent"". Then suddenly this. No contact before, so was expecting this. But, UW decision system seems BS. Happy Valentines Day to all :)"
4250,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,E-mail,13-02-2015,1423803600,3.9,165,169,4.5,TRUE,,American,14-02-2015,1423890000,
4251,Harvard University,CS,MS,F15,Accepted,E-mail,14-02-2015,1423890000,3.89,155,170,3.5,TRUE,,International with US Degree,14-02-2015,1423890000,BS&MS joint program in MechE from Georgia Tech. Finished together in four years. Three semesters of researches. Kind of expensive....but hey! it's Harvard!
4253,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,E-mail,14-02-2015,1423890000,3.2,159,168,3.5,TRUE,,International,14-02-2015,1423890000,Low GPA. Expecting this.
4256,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,E-mail,14-02-2015,1423890000,3.5,159,158,4,TRUE,,International,14-02-2015,1423890000,"Was expecting this, as my GRE and grades don't really match up to UW-CS. My most ambitious choice. Did master's in Information Technology, good research fit (as I see it), had decent publications. No contact from any professor."
4259,North Caroline State University (NCSU),CS,PhD,F15,Accepted,E-mail,14-02-2015,1423890000,3.11,149,167,3,TRUE,,International,14-02-2015,1423890000,No decision about financial aid yet
4260,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,E-mail,14-02-2015,1423890000,3.8,170,155,3.5,TRUE,,International,14-02-2015,1423890000,No interview.
4261,"University Of Washington, Seattle (UW)",CS,PhD,F15,Accepted,E-mail,13-02-2015,1423803600,3.7,164,166,4,TRUE,,American,14-02-2015,1423890000,Received email from department and POI.
4263,"University Of Maryland, College Park (UMD)",CS,MS,F15,Accepted,E-mail,14-02-2015,1423890000,3.94,161,168,4,TRUE,,International,14-02-2015,1423890000,Yay!
4264,Brown University,CS,PhD,F15,Accepted,Phone,2-Sep-15,1423458000,3.75,166,167,4.5,TRUE,,American,14-02-2015,1423890000,CS GPA: 3.9+
4267,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,E-mail,14-02-2015,1423890000,3.78,152,163,3,TRUE,,International,14-02-2015,1423890000,My dreaming school. GG..
4269,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,E-mail,14-02-2015,1423890000,3.6,151,169,3.5,TRUE,,International with US Degree,14-02-2015,1423890000,Generic rejection mail.
4277,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,E-mail,14-02-2015,1423890000,3.5,160,170,4,TRUE,,International,14-02-2015,1423890000,"It wasn't my dream school, but still it hurts!"
4280,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,E-mail,13-02-2015,1423803600,3.83,154,170,4,TRUE,,International with US Degree,14-02-2015,1423890000,
4283,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,E-mail,13-02-2015,1423803600,3.46,145,154,3.5,TRUE,,International,13-02-2015,1423803600,I hope I can get some feedback from this result....
4288,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,E-mail,13-02-2015,1423803600,4,155,170,4,TRUE,,International with US Degree,13-02-2015,1423803600,"Oh well, expected to get in with my research background"
4290,"University Of Wisconsin, Madison",CS,MS,F15,Rejected,E-mail,13-02-2015,1423803600,3.7,158,170,4,TRUE,,International,13-02-2015,1423803600,"First rejection. 2 conference paper 1 journal paper all 1st author, 2-year work experience Looking throught other rejection reports, it seems uw-madison has very high standard."
4292,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,E-mail,13-02-2015,1423803600,3.92,167,153,4,TRUE,,International with US Degree,13-02-2015,1423803600,
4293,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,E-mail,13-02-2015,1423803600,4,156,166,4,TRUE,,American,13-02-2015,1423803600,
4295,"University Of Illinois, Urbana-Champaign (UIUC)",CS,MS,F15,Accepted,E-mail,13-02-2015,1423803600,3.66,167,163,5,TRUE,,American,13-02-2015,1423803600,With funding! I'm in disbelief.
4296,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,E-mail,13-02-2015,1423803600,3.65,152,164,3,TRUE,,International,13-02-2015,1423803600,f
4297,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,E-mail,13-02-2015,1423803600,3.7,154,168,4.5,TRUE,,International,13-02-2015,1423803600,Generic rejection e-mail.
4299,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,E-mail,13-02-2015,1423803600,3.94,159,168,5,TRUE,,American,13-02-2015,1423803600,"4 publications, 1 first author, 2 CS internships in research, 3 years of research experience at radiate level. Wasn't a great fit anyway, good luck to everyone that got accepted!"
4300,North Caroline State University (NCSU),CS,PhD,F15,Accepted,E-mail,13-02-2015,1423803600,3.72,168,145,3.5,TRUE,,International,13-02-2015,1423803600,Still nothing about financial aid
4302,Brown University,CS,PhD,S15,Accepted,Postal Service,13-02-2015,1423803600,4,143,157,4.5,TRUE,,International,13-02-2015,1423803600,Kanellakis Fellowship!!
4306,"University Of Wisconsin, Madison",CS,PhD,F15,Rejected,E-mail,13-02-2015,1423803600,3.22,167,167,5,TRUE,,American,13-02-2015,1423803600,
4307,"University Of California, Santa Cruz (UCSC)",CS,PhD,F15,Accepted,E-mail,13-02-2015,1423803600,3.86,143,167,3,TRUE,,International,13-02-2015,1423803600,"2 internships, had 2 interviews, 1 year funding"
4309,University Of Kansas,CS,PhD,F15,Accepted,E-mail,13-01-2015,1421125200,3.9,165,169,4.5,TRUE,,American,13-02-2015,1423803600,
4310,University Of Chicago (UChicago),CS,PhD,F15,Accepted,E-mail,2-Feb-15,1422853200,3,165,169,4.5,TRUE,,American,13-02-2015,1423803600,
4311,"Indiana University, Bloomington",CS,PhD,F15,Accepted,E-mail,2-Nov-15,1423630800,3.9,165,169,4.5,TRUE,,American,13-02-2015,1423803600,funding through RA
4312,Northeastern University,CS,PhD,F15,Accepted,E-mail,13-02-2015,1423803600,3.9,165,169,4.5,TRUE,,American,13-02-2015,1423803600,funding through fellowship for first year
4321,Colorado School Of Mines (CSM),CS,PhD,F15,Rejected,E-mail,13-02-2015,1423803600,3.59,164,162,4,TRUE,,American,13-02-2015,1423803600,"Rejected from PhD, offered MS. Was expected, limited cs coursework."
4322,"University Of Illinois, Urbana-Champaign (UIUC)",CS,MS,F15,Accepted,E-mail,2-Dec-15,1423717200,3.88,163,168,4.5,TRUE,,American,13-02-2015,1423803600,Informal acceptance by Professor. Very excited .......party time :)
4323,"University Of Wisconsin, Madison",CS,PhD,F15,Rejected,E-mail,13-02-2015,1423803600,3.3,154,168,4,TRUE,,International,13-02-2015,1423803600,"2 publication, one accepted, 3.9 GPA in Masters' , what more do they want?"
4324,"University Of Washington, Seattle (UW)",CS,PhD,F15,Rejected,Phone,13-02-2015,1423803600,3.72,154,159,4,TRUE,,American,13-02-2015,1423803600,All of the results will be sent out by the end of today. There will be about 1300 rejections in total.
